note_id,entity_id,category,text,text_clean,timestamp,cluster,lda_topic
N403718,E102067,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-05 10:50:00,1,4
N403719,E106818,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-05 22:49:00,1,4
N403720,E105759,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-14 21:23:00,2,5
N403721,E104832,feedback,CCTV near library needs check.,cctv near library needs check,2025-08-31 14:23:00,4,2
N403722,E104974,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-15 07:11:00,4,2
N403723,E102374,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-06 02:40:00,4,2
N403724,E100447,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-03 07:42:00,4,2
N403725,E105700,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 20:57:00,3,1
N403726,E101789,helpdesk,Requesting lab access.,requesting lab access,2025-08-30 11:03:00,0,3
N403727,E106976,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-05 10:24:00,3,1
N403728,E102031,feedback,Requesting lab access.,requesting lab access,2025-09-21 02:04:00,0,3
N403729,E101818,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-11 13:24:00,2,5
N403730,E104642,incident,CCTV near library needs check.,cctv near library needs check,2025-09-20 21:44:00,4,2
N403731,E100437,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-18 23:14:00,2,5
N403732,E100069,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-16 03:57:00,2,5
N403733,E106099,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-01 07:23:00,1,4
N403734,E102714,incident,Requesting lab access.,requesting lab access,2025-08-29 16:55:00,0,3
N403735,E105181,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-17 03:22:00,1,4
N403736,E103875,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-18 10:57:00,1,4
N403737,E105963,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-08-30 03:37:00,1,4
N403738,E100067,maintenance,Requesting lab access.,requesting lab access,2025-09-19 15:54:00,0,3
N403739,E103033,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-24 16:15:00,1,4
N403740,E101623,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-01 03:41:00,1,4
N403741,E101158,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-07 19:25:00,1,4
N403742,E105061,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-10 22:57:00,4,2
N403743,E100294,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-30 01:51:00,2,5
N403744,E101659,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-07 05:16:00,3,1
N403745,E104839,maintenance,Requesting lab access.,requesting lab access,2025-09-25 16:18:00,0,3
N403746,E100769,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-28 20:52:00,3,1
N403747,E106437,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-05 05:01:00,3,1
N403748,E101083,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-09 11:49:00,1,4
N403749,E101245,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 22:17:00,3,1
N403750,E104697,rsvp,Requesting lab access.,requesting lab access,2025-09-23 10:43:00,0,3
N403751,E101520,incident,CCTV near library needs check.,cctv near library needs check,2025-09-23 03:12:00,4,2
N403752,E101144,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-25 16:22:00,4,2
N403753,E102545,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-22 08:44:00,3,1
N403754,E100418,helpdesk,Requesting lab access.,requesting lab access,2025-09-06 19:25:00,0,3
N403755,E106516,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-07 20:23:00,3,1
N403756,E106747,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-24 08:01:00,1,4
N403757,E106329,incident,Broken chair in seminar room.,broken chair seminar room,2025-08-30 11:27:00,1,4
N403758,E106158,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-20 05:29:00,3,1
N403759,E102903,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-18 23:47:00,2,5
N403760,E101036,incident,CCTV near library needs check.,cctv near library needs check,2025-09-25 07:27:00,4,2
N403761,E103527,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-13 21:33:00,4,2
N403762,E105885,helpdesk,Requesting lab access.,requesting lab access,2025-09-20 17:51:00,0,3
N403763,E103841,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-07 00:39:00,3,1
N403764,E106718,feedback,Requesting lab access.,requesting lab access,2025-09-01 10:23:00,0,3
N403765,E104223,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-10 21:09:00,3,1
N403766,E105352,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-14 12:35:00,4,2
N403767,E101958,maintenance,Requesting lab access.,requesting lab access,2025-09-13 11:00:00,0,3
N403768,E100517,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-05 01:22:00,4,2
N403769,E104242,incident,Requesting lab access.,requesting lab access,2025-09-11 04:05:00,0,3
N403770,E103035,feedback,Requesting lab access.,requesting lab access,2025-09-04 03:41:00,0,3
N403771,E101391,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-20 08:47:00,4,2
N403772,E104858,rsvp,Requesting lab access.,requesting lab access,2025-09-14 10:18:00,0,3
N403773,E100545,helpdesk,Requesting lab access.,requesting lab access,2025-09-19 08:20:00,0,3
N403774,E104813,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 14:34:00,3,1
N403775,E105678,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-19 13:56:00,4,2
N403776,E103337,feedback,Requesting lab access.,requesting lab access,2025-09-02 05:24:00,0,3
N403777,E101874,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-08 03:17:00,2,5
N403778,E102120,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-07 05:34:00,4,2
N403779,E104829,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 07:10:00,2,5
N403780,E103776,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-23 23:05:00,1,4
N403781,E105889,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-08-30 03:31:00,1,4
N403782,E102056,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-07 02:37:00,2,5
N403783,E102966,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-25 15:10:00,2,5
N403784,E100189,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 02:23:00,3,1
N403785,E103082,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-28 04:34:00,4,2
N403786,E106619,incident,Requesting lab access.,requesting lab access,2025-09-25 23:37:00,0,3
N403787,E106637,rsvp,Requesting lab access.,requesting lab access,2025-09-20 12:37:00,0,3
N403788,E106151,rsvp,Requesting lab access.,requesting lab access,2025-09-06 04:54:00,0,3
N403789,E100307,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-19 01:35:00,4,2
N403790,E101923,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-02 14:21:00,4,2
N403791,E104518,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-23 04:00:00,1,4
N403792,E100710,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-15 07:20:00,1,4
N403793,E102487,helpdesk,Requesting lab access.,requesting lab access,2025-09-03 22:39:00,0,3
N403794,E106561,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-19 09:07:00,2,5
N403795,E101480,feedback,CCTV near library needs check.,cctv near library needs check,2025-08-30 00:28:00,4,2
N403796,E100244,feedback,Requesting lab access.,requesting lab access,2025-09-08 07:49:00,0,3
N403797,E102799,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-02 17:58:00,4,2
N403798,E101331,incident,CCTV near library needs check.,cctv near library needs check,2025-09-18 22:20:00,4,2
N403799,E105316,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 15:46:00,3,1
N403800,E101959,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-25 14:26:00,3,1
N403801,E100745,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-16 05:30:00,4,2
N403802,E106611,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-23 18:06:00,3,1
N403803,E102071,maintenance,Requesting lab access.,requesting lab access,2025-09-04 08:58:00,0,3
N403804,E103017,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-13 14:28:00,2,5
N403805,E101783,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-07 08:54:00,1,4
N403806,E102989,maintenance,Requesting lab access.,requesting lab access,2025-08-28 23:50:00,0,3
N403807,E103195,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-02 16:42:00,1,4
N403808,E105273,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-15 00:51:00,1,4
N403809,E102419,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-04 20:01:00,4,2
N403810,E102649,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-02 13:38:00,4,2
N403811,E106299,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-04 11:19:00,2,5
N403812,E105781,incident,CCTV near library needs check.,cctv near library needs check,2025-09-19 02:08:00,4,2
N403813,E106474,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 03:56:00,3,1
N403814,E100652,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-21 06:52:00,4,2
N403815,E103449,rsvp,CCTV near library needs check.,cctv near library needs check,2025-08-30 15:36:00,4,2
N403816,E103115,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 20:53:00,3,1
N403817,E101728,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-10 18:38:00,4,2
N403818,E101668,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-07 19:09:00,4,2
N403819,E100126,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-11 07:08:00,4,2
N403820,E105042,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-16 07:58:00,4,2
N403821,E102542,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-22 16:47:00,3,1
N403822,E102135,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-25 01:05:00,4,2
N403823,E100322,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-07 12:25:00,3,1
N403824,E100025,feedback,Requesting lab access.,requesting lab access,2025-09-20 02:51:00,0,3
N403825,E106106,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-25 15:47:00,2,5
N403826,E105169,feedback,Requesting lab access.,requesting lab access,2025-09-22 08:18:00,0,3
N403827,E100096,incident,CCTV near library needs check.,cctv near library needs check,2025-09-14 14:46:00,4,2
N403828,E104380,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-08-30 08:41:00,1,4
N403829,E101706,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-25 18:02:00,2,5
N403830,E103571,feedback,Requesting lab access.,requesting lab access,2025-09-09 06:04:00,0,3
N403831,E101297,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-09 05:53:00,3,1
N403832,E100045,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-06 12:58:00,4,2
N403833,E104532,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 21:42:00,2,5
N403834,E105589,feedback,Broken chair in seminar room.,broken chair seminar room,2025-08-27 09:28:00,1,4
N403835,E102866,rsvp,Requesting lab access.,requesting lab access,2025-09-06 17:28:00,0,3
N403836,E103785,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-03 23:02:00,4,2
N403837,E100968,maintenance,Requesting lab access.,requesting lab access,2025-08-29 16:22:00,0,3
N403838,E100593,rsvp,Requesting lab access.,requesting lab access,2025-09-01 10:49:00,0,3
N403839,E102828,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-01 04:00:00,3,1
N403840,E102729,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-17 08:33:00,1,4
N403841,E106117,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 20:43:00,3,1
N403842,E102899,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-28 02:44:00,3,1
N403843,E105645,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-06 01:32:00,4,2
N403844,E101802,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-25 23:17:00,4,2
N403845,E106175,incident,CCTV near library needs check.,cctv near library needs check,2025-09-19 08:27:00,4,2
N403846,E105613,incident,CCTV near library needs check.,cctv near library needs check,2025-08-31 06:44:00,4,2
N403847,E102338,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-09 16:03:00,2,5
N403848,E102940,incident,CCTV near library needs check.,cctv near library needs check,2025-09-05 09:37:00,4,2
N403849,E103882,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 07:42:00,3,1
N403850,E103814,incident,Requesting lab access.,requesting lab access,2025-09-03 16:48:00,0,3
N403851,E100646,incident,CCTV near library needs check.,cctv near library needs check,2025-09-19 00:14:00,4,2
N403852,E105952,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-29 05:13:00,3,1
N403853,E104950,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-16 20:20:00,4,2
N403854,E101151,helpdesk,Requesting lab access.,requesting lab access,2025-09-01 07:12:00,0,3
N403855,E104538,helpdesk,Requesting lab access.,requesting lab access,2025-08-30 10:33:00,0,3
N403856,E106695,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-11 12:30:00,4,2
N403857,E105585,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-01 12:36:00,3,1
N403858,E105408,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 07:27:00,2,5
N403859,E102421,helpdesk,Requesting lab access.,requesting lab access,2025-09-16 15:34:00,0,3
N403860,E103746,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-16 01:45:00,4,2
N403861,E100983,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-20 02:29:00,2,5
N403862,E105192,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-11 09:44:00,1,4
N403863,E103671,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-16 08:40:00,1,4
N403864,E102887,incident,Requesting lab access.,requesting lab access,2025-09-17 08:53:00,0,3
N403865,E102545,feedback,Requesting lab access.,requesting lab access,2025-09-21 00:23:00,0,3
N403866,E105487,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-14 03:22:00,1,4
N403867,E101455,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 16:33:00,3,1
N403868,E105122,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-25 05:43:00,1,4
N403869,E100190,rsvp,Requesting lab access.,requesting lab access,2025-09-15 12:21:00,0,3
N403870,E106399,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-17 23:38:00,2,5
N403871,E104365,incident,CCTV near library needs check.,cctv near library needs check,2025-09-21 16:45:00,4,2
N403872,E101019,rsvp,Requesting lab access.,requesting lab access,2025-09-03 04:35:00,0,3
N403873,E102031,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-21 01:24:00,4,2
N403874,E100643,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-06 22:50:00,4,2
N403875,E103491,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-11 14:10:00,4,2
N403876,E101195,incident,CCTV near library needs check.,cctv near library needs check,2025-09-10 07:32:00,4,2
N403877,E105186,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-23 05:29:00,1,4
N403878,E103038,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-08-29 09:46:00,1,4
N403879,E103806,rsvp,Requesting lab access.,requesting lab access,2025-09-17 12:56:00,0,3
N403880,E102404,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-16 22:36:00,1,4
N403881,E104630,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-25 23:29:00,1,4
N403882,E104512,helpdesk,Requesting lab access.,requesting lab access,2025-09-19 03:39:00,0,3
N403883,E104446,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 20:15:00,3,1
N403884,E106299,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-02 10:18:00,1,4
N403885,E101252,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-11 18:43:00,1,4
N403886,E105153,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-14 06:53:00,3,1
N403887,E105943,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 13:44:00,3,1
N403888,E104325,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 10:21:00,2,5
N403889,E103336,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 04:27:00,3,1
N403890,E101400,incident,Requesting lab access.,requesting lab access,2025-09-14 18:57:00,0,3
N403891,E106154,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-16 00:26:00,2,5
N403892,E106587,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-13 09:58:00,1,4
N403893,E104342,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-30 15:19:00,3,1
N403894,E104032,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 05:50:00,3,1
N403895,E100882,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-23 00:39:00,2,5
N403896,E105195,helpdesk,Requesting lab access.,requesting lab access,2025-09-02 14:18:00,0,3
N403897,E100040,feedback,Requesting lab access.,requesting lab access,2025-09-25 19:18:00,0,3
N403898,E100822,feedback,Requesting lab access.,requesting lab access,2025-09-19 19:41:00,0,3
N403899,E106375,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 11:48:00,2,5
N403900,E102166,incident,CCTV near library needs check.,cctv near library needs check,2025-09-13 21:21:00,4,2
N403901,E102192,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-02 12:38:00,4,2
N403902,E106181,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-07 02:41:00,1,4
N403903,E100703,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-20 16:53:00,2,5
N403904,E101789,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-10 13:43:00,1,4
N403905,E103084,incident,CCTV near library needs check.,cctv near library needs check,2025-09-15 06:57:00,4,2
N403906,E105978,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-06 00:45:00,1,4
N403907,E100752,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-14 04:07:00,4,2
N403908,E106963,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-19 11:14:00,4,2
N403909,E106605,feedback,Requesting lab access.,requesting lab access,2025-09-03 03:23:00,0,3
N403910,E104292,feedback,Broken chair in seminar room.,broken chair seminar room,2025-08-31 01:52:00,1,4
N403911,E106593,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-25 09:02:00,3,1
N403912,E104961,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-08 15:38:00,1,4
N403913,E100819,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-21 23:33:00,1,4
N403914,E103593,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 00:19:00,2,5
N403915,E102365,helpdesk,Requesting lab access.,requesting lab access,2025-09-17 05:16:00,0,3
N403916,E101049,incident,CCTV near library needs check.,cctv near library needs check,2025-09-06 03:27:00,4,2
N403917,E104949,maintenance,Requesting lab access.,requesting lab access,2025-09-14 10:22:00,0,3
N403918,E102705,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-09 07:29:00,4,2
N403919,E105768,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 06:14:00,3,1
N403920,E103795,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-25 10:36:00,2,5
N403921,E101155,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 04:35:00,3,1
N403922,E100758,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-17 08:44:00,1,4
N403923,E106686,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 04:28:00,2,5
N403924,E101717,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-30 08:58:00,2,5
N403925,E101584,incident,CCTV near library needs check.,cctv near library needs check,2025-09-19 20:09:00,4,2
N403926,E104127,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 18:50:00,3,1
N403927,E103196,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-22 00:14:00,2,5
N403928,E106936,helpdesk,Requesting lab access.,requesting lab access,2025-09-25 21:04:00,0,3
N403929,E104543,maintenance,Requesting lab access.,requesting lab access,2025-09-14 21:14:00,0,3
N403930,E105067,incident,Requesting lab access.,requesting lab access,2025-08-30 01:45:00,0,3
N403931,E105072,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-22 09:50:00,4,2
N403932,E103902,incident,Requesting lab access.,requesting lab access,2025-09-17 20:40:00,0,3
N403933,E104246,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 00:07:00,3,1
N403934,E100670,incident,Requesting lab access.,requesting lab access,2025-09-03 18:27:00,0,3
N403935,E101040,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-08 04:00:00,3,1
N403936,E100440,incident,CCTV near library needs check.,cctv near library needs check,2025-09-18 23:59:00,4,2
N403937,E100583,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 00:20:00,3,1
N403938,E106265,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-03 09:31:00,1,4
N403939,E106554,incident,CCTV near library needs check.,cctv near library needs check,2025-09-15 23:37:00,4,2
N403940,E105865,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-08-29 19:28:00,1,4
N403941,E101770,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-24 02:16:00,2,5
N403942,E101221,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-14 04:39:00,2,5
N403943,E103562,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-15 13:09:00,2,5
N403944,E105619,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-16 12:02:00,1,4
N403945,E103899,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-17 19:16:00,3,1
N403946,E102218,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-22 04:23:00,4,2
N403947,E101459,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 10:35:00,3,1
N403948,E102415,feedback,Requesting lab access.,requesting lab access,2025-09-04 22:01:00,0,3
N403949,E106228,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-07 07:52:00,2,5
N403950,E101704,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-02 23:35:00,4,2
N403951,E101418,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-13 20:28:00,4,2
N403952,E101747,rsvp,Requesting lab access.,requesting lab access,2025-09-20 02:40:00,0,3
N403953,E106057,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 04:48:00,3,1
N403954,E100698,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-23 05:36:00,2,5
N403955,E105627,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-05 11:39:00,3,1
N403956,E104756,incident,Requesting lab access.,requesting lab access,2025-09-07 07:14:00,0,3
N403957,E100640,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-13 23:27:00,2,5
N403958,E106998,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-07 00:04:00,4,2
N403959,E102761,maintenance,Requesting lab access.,requesting lab access,2025-09-24 17:50:00,0,3
N403960,E104622,helpdesk,Requesting lab access.,requesting lab access,2025-08-28 02:18:00,0,3
N403961,E101803,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-14 13:55:00,2,5
N403962,E100917,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 22:09:00,3,1
N403963,E103196,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-17 04:53:00,4,2
N403964,E106547,feedback,Requesting lab access.,requesting lab access,2025-09-21 00:46:00,0,3
N403965,E106916,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 04:42:00,2,5
N403966,E104853,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-08-27 01:49:00,1,4
N403967,E102015,rsvp,Requesting lab access.,requesting lab access,2025-08-30 03:53:00,0,3
N403968,E102203,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 10:04:00,3,1
N403969,E103299,maintenance,Requesting lab access.,requesting lab access,2025-09-06 17:06:00,0,3
N403970,E106816,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-07 18:20:00,4,2
N403971,E105278,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-21 04:43:00,1,4
N403972,E101038,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-04 04:46:00,2,5
N403973,E105806,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-30 18:17:00,2,5
N403974,E106520,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 20:37:00,3,1
N403975,E105559,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-01 04:20:00,2,5
N403976,E102035,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 10:28:00,3,1
N403977,E106884,maintenance,Requesting lab access.,requesting lab access,2025-09-12 11:57:00,0,3
N403978,E105696,maintenance,Requesting lab access.,requesting lab access,2025-09-19 20:39:00,0,3
N403979,E100497,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-04 23:04:00,1,4
N403980,E102529,maintenance,Requesting lab access.,requesting lab access,2025-09-07 01:14:00,0,3
N403981,E102787,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-22 04:47:00,3,1
N403982,E103634,incident,CCTV near library needs check.,cctv near library needs check,2025-09-20 02:09:00,4,2
N403983,E106373,feedback,Requesting lab access.,requesting lab access,2025-09-15 21:13:00,0,3
N403984,E102693,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-14 09:33:00,3,1
N403985,E104314,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-30 03:48:00,4,2
N403986,E104562,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 14:59:00,3,1
N403987,E105718,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-21 10:57:00,3,1
