frame_id,location_id,timestamp,face_id,date,hour,day,month,weekday,location_encoded,face_encoded
FR603224,GYM,2025-09-14 18:22:00,F104704,2025-09-14,18,14,9,Sunday,3,2650
FR603225,AUDITORIUM,2025-09-18 16:16:00,F100891,2025-09-18,16,18,9,Thursday,1,506
FR603226,GYM,2025-09-03 01:44:00,F101027,2025-09-03,1,3,9,Wednesday,3,588
FR603227,HOSTEL_GATE,2025-09-01 02:36:00,,2025-09-01,2,1,9,Monday,4,2821
FR603228,LIB_ENT,2025-09-09 15:19:00,,2025-09-09,15,9,9,Tuesday,7,2821
FR603229,LAB_305,2025-08-27 21:46:00,,2025-08-27,21,27,8,Wednesday,6,2821
FR603230,AUDITORIUM,2025-09-14 01:57:00,,2025-09-14,1,14,9,Sunday,1,2821
FR603231,HOSTEL_GATE,2025-09-06 14:50:00,F103604,2025-09-06,14,6,9,Saturday,4,2034
FR603232,HOSTEL_GATE,2025-08-31 14:41:00,F101406,2025-08-31,14,31,8,Sunday,4,792
FR603233,HOSTEL_GATE,2025-09-10 03:43:00,,2025-09-10,3,10,9,Wednesday,4,2821
FR603234,LIB_ENT,2025-09-05 13:26:00,F102018,2025-09-05,13,5,9,Friday,7,1141
FR603235,AUDITORIUM,2025-08-30 02:14:00,F101292,2025-08-30,2,30,8,Saturday,1,736
FR603236,ADMIN_LOBBY,2025-09-13 17:28:00,,2025-09-13,17,13,9,Saturday,0,2821
FR603237,CAF_01,2025-08-31 08:23:00,F103012,2025-08-31,8,31,8,Sunday,2,1712
FR603238,LAB_305,2025-09-07 11:08:00,F103068,2025-09-07,11,7,9,Sunday,6,1744
FR603239,LAB_101,2025-09-11 07:27:00,F104746,2025-09-11,7,11,9,Thursday,5,2676
FR603240,HOSTEL_GATE,2025-09-10 16:49:00,,2025-09-10,16,10,9,Wednesday,4,2821
FR603241,LAB_305,2025-08-28 03:38:00,F100983,2025-08-28,3,28,8,Thursday,6,563
FR603242,AUDITORIUM,2025-09-24 16:46:00,F103527,2025-09-24,16,24,9,Wednesday,1,1987
FR603243,LAB_305,2025-08-29 08:11:00,,2025-08-29,8,29,8,Friday,6,2821
FR603244,GYM,2025-09-18 21:48:00,F104787,2025-09-18,21,18,9,Thursday,3,2700
FR603245,LAB_101,2025-09-24 03:16:00,F101679,2025-09-24,3,24,9,Wednesday,5,946
FR603246,LIB_ENT,2025-09-15 15:23:00,F102116,2025-09-15,15,15,9,Monday,7,1195
FR603247,CAF_01,2025-09-19 01:05:00,F104212,2025-09-19,1,19,9,Friday,2,2383
FR603248,ADMIN_LOBBY,2025-09-15 08:52:00,F100456,2025-09-15,8,15,9,Monday,0,252
FR603249,AUDITORIUM,2025-09-09 23:48:00,,2025-09-09,23,9,9,Tuesday,1,2821
FR603250,LAB_101,2025-08-30 10:17:00,,2025-08-30,10,30,8,Saturday,5,2821
FR603251,ADMIN_LOBBY,2025-09-13 10:11:00,F103175,2025-09-13,10,13,9,Saturday,0,1796
FR603252,CAF_01,2025-09-24 10:56:00,F103552,2025-09-24,10,24,9,Wednesday,2,2002
FR603253,LIB_ENT,2025-09-13 09:28:00,F101164,2025-09-13,9,13,9,Saturday,7,665
FR603254,HOSTEL_GATE,2025-09-08 08:08:00,,2025-09-08,8,8,9,Monday,4,2821
FR603255,HOSTEL_GATE,2025-08-30 07:35:00,F103258,2025-08-30,7,30,8,Saturday,4,1846
FR603256,LAB_305,2025-09-02 22:06:00,,2025-09-02,22,2,9,Tuesday,6,2821
FR603257,LAB_101,2025-08-29 07:45:00,F101255,2025-08-29,7,29,8,Friday,5,717
FR603258,LAB_305,2025-09-11 08:34:00,F103374,2025-09-11,8,11,9,Thursday,6,1909
FR603259,LAB_101,2025-09-03 15:46:00,,2025-09-03,15,3,9,Wednesday,5,2821
FR603260,LAB_305,2025-09-08 09:35:00,F101848,2025-09-08,9,8,9,Monday,6,1040
FR603261,LIB_ENT,2025-09-25 17:11:00,,2025-09-25,17,25,9,Thursday,7,2821
FR603262,GYM,2025-09-13 23:37:00,,2025-09-13,23,13,9,Saturday,3,2821
FR603263,ADMIN_LOBBY,2025-09-17 14:58:00,F100249,2025-09-17,14,17,9,Wednesday,0,138
FR603264,AUDITORIUM,2025-09-11 05:49:00,F102903,2025-09-11,5,11,9,Thursday,1,1651
FR603265,HOSTEL_GATE,2025-09-12 12:42:00,F102912,2025-09-12,12,12,9,Friday,4,1656
FR603266,AUDITORIUM,2025-09-20 18:21:00,F104941,2025-09-20,18,20,9,Saturday,1,2791
FR603267,GYM,2025-09-09 12:34:00,F102204,2025-09-09,12,9,9,Tuesday,3,1244
FR603268,LAB_101,2025-08-27 13:10:00,,2025-08-27,13,27,8,Wednesday,5,2821
FR603269,LIB_ENT,2025-09-19 06:28:00,F104908,2025-09-19,6,19,9,Friday,7,2768
FR603270,LAB_305,2025-09-22 08:38:00,,2025-09-22,8,22,9,Monday,6,2821
FR603271,AUDITORIUM,2025-09-10 23:00:00,F102142,2025-09-10,23,10,9,Wednesday,1,1210
FR603272,HOSTEL_GATE,2025-08-27 16:22:00,,2025-08-27,16,27,8,Wednesday,4,2821
FR603273,LAB_101,2025-09-08 09:38:00,,2025-09-08,9,8,9,Monday,5,2821
FR603274,GYM,2025-09-06 05:17:00,F101761,2025-09-06,5,6,9,Saturday,3,991
FR603275,LAB_305,2025-09-20 15:54:00,,2025-09-20,15,20,9,Saturday,6,2821
FR603276,CAF_01,2025-09-15 21:01:00,F104459,2025-09-15,21,15,9,Monday,2,2513
FR603277,LAB_101,2025-09-11 02:47:00,,2025-09-11,2,11,9,Thursday,5,2821
FR603278,ADMIN_LOBBY,2025-09-13 17:36:00,F103248,2025-09-13,17,13,9,Saturday,0,1840
FR603279,AUDITORIUM,2025-09-02 03:50:00,F104101,2025-09-02,3,2,9,Tuesday,1,2315
FR603280,LAB_101,2025-08-30 16:21:00,F102186,2025-08-30,16,30,8,Saturday,5,1231
FR603281,LAB_101,2025-08-31 22:52:00,F100055,2025-08-31,22,31,8,Sunday,5,30
FR603282,GYM,2025-09-25 06:46:00,F104022,2025-09-25,6,25,9,Thursday,3,2272
FR603283,LAB_305,2025-08-28 21:53:00,F101895,2025-08-28,21,28,8,Thursday,6,1063
FR603284,LAB_305,2025-08-27 23:21:00,,2025-08-27,23,27,8,Wednesday,6,2821
FR603285,GYM,2025-09-16 05:38:00,F100363,2025-09-16,5,16,9,Tuesday,3,193
FR603286,CAF_01,2025-09-01 23:51:00,F101206,2025-09-01,23,1,9,Monday,2,688
FR603287,GYM,2025-09-10 12:34:00,F103568,2025-09-10,12,10,9,Wednesday,3,2015
FR603288,AUDITORIUM,2025-09-21 19:28:00,,2025-09-21,19,21,9,Sunday,1,2821
FR603289,AUDITORIUM,2025-08-31 21:05:00,F101521,2025-08-31,21,31,8,Sunday,1,860
FR603290,LAB_101,2025-09-22 23:14:00,F100576,2025-09-22,23,22,9,Monday,5,332
FR603291,LAB_101,2025-09-10 11:11:00,,2025-09-10,11,10,9,Wednesday,5,2821
FR603292,LAB_305,2025-09-20 01:17:00,,2025-09-20,1,20,9,Saturday,6,2821
FR603293,HOSTEL_GATE,2025-09-22 07:56:00,,2025-09-22,7,22,9,Monday,4,2821
FR603294,LAB_305,2025-08-28 07:14:00,,2025-08-28,7,28,8,Thursday,6,2821
FR603295,LAB_305,2025-09-22 13:01:00,F103807,2025-09-22,13,22,9,Monday,6,2149
FR603296,LAB_101,2025-09-04 23:20:00,,2025-09-04,23,4,9,Thursday,5,2821
FR603297,LAB_101,2025-09-22 18:11:00,F101393,2025-09-22,18,22,9,Monday,5,786
FR603298,ADMIN_LOBBY,2025-09-10 17:15:00,F104332,2025-09-10,17,10,9,Wednesday,0,2447
FR603299,CAF_01,2025-09-24 08:26:00,F103991,2025-09-24,8,24,9,Wednesday,2,2256
FR603300,ADMIN_LOBBY,2025-09-09 20:55:00,F100081,2025-09-09,20,9,9,Tuesday,0,43
FR603301,LAB_305,2025-09-24 16:45:00,,2025-09-24,16,24,9,Wednesday,6,2821
FR603302,CAF_01,2025-09-15 17:06:00,F100476,2025-09-15,17,15,9,Monday,2,266
FR603303,AUDITORIUM,2025-09-08 13:31:00,,2025-09-08,13,8,9,Monday,1,2821
FR603304,AUDITORIUM,2025-09-09 22:37:00,F103327,2025-09-09,22,9,9,Tuesday,1,1888
FR603305,AUDITORIUM,2025-08-31 05:28:00,,2025-08-31,5,31,8,Sunday,1,2821
FR603306,AUDITORIUM,2025-08-29 15:12:00,F100433,2025-08-29,15,29,8,Friday,1,236
FR603307,LIB_ENT,2025-09-02 03:50:00,F103401,2025-09-02,3,2,9,Tuesday,7,1920
FR603308,AUDITORIUM,2025-09-11 06:04:00,F100258,2025-09-11,6,11,9,Thursday,1,143
FR603309,HOSTEL_GATE,2025-09-23 08:41:00,F102429,2025-09-23,8,23,9,Tuesday,4,1371
FR603310,ADMIN_LOBBY,2025-08-31 23:02:00,F101663,2025-08-31,23,31,8,Sunday,0,936
FR603311,CAF_01,2025-09-07 14:48:00,,2025-09-07,14,7,9,Sunday,2,2821
FR603312,GYM,2025-09-10 21:52:00,,2025-09-10,21,10,9,Wednesday,3,2821
FR603313,LIB_ENT,2025-09-25 11:50:00,F100566,2025-09-25,11,25,9,Thursday,7,325
FR603314,LAB_101,2025-09-23 08:32:00,F102282,2025-09-23,8,23,9,Tuesday,5,1287
FR603315,GYM,2025-09-10 04:08:00,,2025-09-10,4,10,9,Wednesday,3,2821
FR603316,ADMIN_LOBBY,2025-09-17 17:32:00,,2025-09-17,17,17,9,Wednesday,0,2821
FR603317,AUDITORIUM,2025-08-28 20:25:00,,2025-08-28,20,28,8,Thursday,1,2821
FR603318,LAB_101,2025-09-18 22:45:00,F101648,2025-09-18,22,18,9,Thursday,5,927
FR603319,AUDITORIUM,2025-09-13 13:03:00,F101912,2025-09-13,13,13,9,Saturday,1,1072
FR603320,GYM,2025-09-03 02:03:00,F103900,2025-09-03,2,3,9,Wednesday,3,2202
FR603321,LIB_ENT,2025-09-08 22:15:00,F103286,2025-09-08,22,8,9,Monday,7,1863
FR603322,LAB_305,2025-09-24 07:03:00,F102892,2025-09-24,7,24,9,Wednesday,6,1642
FR603323,LIB_ENT,2025-08-31 03:45:00,F103376,2025-08-31,3,31,8,Sunday,7,1910
FR603324,LAB_101,2025-09-11 10:59:00,F101447,2025-09-11,10,11,9,Thursday,5,816
FR603325,ADMIN_LOBBY,2025-09-24 05:11:00,F104653,2025-09-24,5,24,9,Wednesday,0,2623
FR603326,GYM,2025-09-05 21:38:00,,2025-09-05,21,5,9,Friday,3,2821
FR603327,CAF_01,2025-09-17 03:55:00,F104531,2025-09-17,3,17,9,Wednesday,2,2552
FR603328,GYM,2025-09-03 22:06:00,F100810,2025-09-03,22,3,9,Wednesday,3,464
FR603329,LAB_101,2025-09-11 05:05:00,F101441,2025-09-11,5,11,9,Thursday,5,812
FR603330,CAF_01,2025-09-15 13:06:00,F103105,2025-09-15,13,15,9,Monday,2,1764
FR603331,ADMIN_LOBBY,2025-09-04 04:56:00,F100976,2025-09-04,4,4,9,Thursday,0,558
FR603332,AUDITORIUM,2025-09-23 16:47:00,F100925,2025-09-23,16,23,9,Tuesday,1,527
FR603333,LIB_ENT,2025-09-08 05:55:00,F101600,2025-09-08,5,8,9,Monday,7,901
FR603334,ADMIN_LOBBY,2025-08-31 13:32:00,F100034,2025-08-31,13,31,8,Sunday,0,16
FR603335,AUDITORIUM,2025-09-21 04:07:00,,2025-09-21,4,21,9,Sunday,1,2821
FR603336,AUDITORIUM,2025-09-17 05:48:00,F102487,2025-09-17,5,17,9,Wednesday,1,1407
FR603337,LAB_101,2025-08-27 19:46:00,F103430,2025-08-27,19,27,8,Wednesday,5,1936
FR603338,GYM,2025-09-06 21:04:00,,2025-09-06,21,6,9,Saturday,3,2821
FR603339,GYM,2025-09-16 11:01:00,,2025-09-16,11,16,9,Tuesday,3,2821
FR603340,ADMIN_LOBBY,2025-09-08 17:54:00,F104800,2025-09-08,17,8,9,Monday,0,2711
FR603341,AUDITORIUM,2025-09-02 02:29:00,,2025-09-02,2,2,9,Tuesday,1,2821
FR603342,LIB_ENT,2025-09-12 16:46:00,F103571,2025-09-12,16,12,9,Friday,7,2016
FR603343,GYM,2025-08-31 01:13:00,F102645,2025-08-31,1,31,8,Sunday,3,1501
FR603344,LAB_101,2025-09-14 01:20:00,F101532,2025-09-14,1,14,9,Sunday,5,866
FR603345,LIB_ENT,2025-09-01 09:15:00,F101790,2025-09-01,9,1,9,Monday,7,1006
FR603346,CAF_01,2025-09-19 17:47:00,,2025-09-19,17,19,9,Friday,2,2821
FR603347,CAF_01,2025-08-30 10:01:00,F103472,2025-08-30,10,30,8,Saturday,2,1956
FR603348,HOSTEL_GATE,2025-09-02 20:59:00,,2025-09-02,20,2,9,Tuesday,4,2821
FR603349,LIB_ENT,2025-09-11 07:53:00,,2025-09-11,7,11,9,Thursday,7,2821
FR603350,GYM,2025-09-06 01:02:00,F101821,2025-09-06,1,6,9,Saturday,3,1025
FR603351,CAF_01,2025-09-16 03:41:00,F104744,2025-09-16,3,16,9,Tuesday,2,2675
FR603352,GYM,2025-09-24 10:36:00,,2025-09-24,10,24,9,Wednesday,3,2821
FR603353,GYM,2025-09-25 07:48:00,F101543,2025-09-25,7,25,9,Thursday,3,873
FR603354,GYM,2025-09-15 23:20:00,,2025-09-15,23,15,9,Monday,3,2821
FR603355,CAF_01,2025-09-25 12:05:00,F104668,2025-09-25,12,25,9,Thursday,2,2632
FR603356,AUDITORIUM,2025-09-17 07:29:00,,2025-09-17,7,17,9,Wednesday,1,2821
FR603357,LAB_101,2025-09-11 04:46:00,F103931,2025-09-11,4,11,9,Thursday,5,2219
FR603358,ADMIN_LOBBY,2025-09-06 04:43:00,F100147,2025-09-06,4,6,9,Saturday,0,77
FR603359,AUDITORIUM,2025-09-03 15:47:00,,2025-09-03,15,3,9,Wednesday,1,2821
FR603360,AUDITORIUM,2025-09-07 21:48:00,,2025-09-07,21,7,9,Sunday,1,2821
FR603361,HOSTEL_GATE,2025-09-07 22:51:00,,2025-09-07,22,7,9,Sunday,4,2821
FR603362,HOSTEL_GATE,2025-09-21 00:37:00,F102555,2025-09-21,0,21,9,Sunday,4,1448
FR603363,LAB_101,2025-09-25 03:03:00,,2025-09-25,3,25,9,Thursday,5,2821
FR603364,LIB_ENT,2025-09-07 17:59:00,,2025-09-07,17,7,9,Sunday,7,2821
FR603365,LAB_305,2025-09-24 17:48:00,F101663,2025-09-24,17,24,9,Wednesday,6,936
FR603366,LIB_ENT,2025-08-31 15:42:00,F103177,2025-08-31,15,31,8,Sunday,7,1797
FR603367,LAB_101,2025-09-04 18:52:00,F102284,2025-09-04,18,4,9,Thursday,5,1288
FR603368,LIB_ENT,2025-09-05 11:01:00,F102199,2025-09-05,11,5,9,Friday,7,1240
FR603369,CAF_01,2025-09-15 06:35:00,F103109,2025-09-15,6,15,9,Monday,2,1766
FR603370,ADMIN_LOBBY,2025-09-04 20:22:00,,2025-09-04,20,4,9,Thursday,0,2821
FR603371,GYM,2025-09-16 13:34:00,F101101,2025-09-16,13,16,9,Tuesday,3,632
FR603372,CAF_01,2025-08-30 05:15:00,F103769,2025-08-30,5,30,8,Saturday,2,2126
FR603373,CAF_01,2025-08-29 01:12:00,,2025-08-29,1,29,8,Friday,2,2821
FR603374,AUDITORIUM,2025-09-23 05:34:00,F104769,2025-09-23,5,23,9,Tuesday,1,2686
FR603375,HOSTEL_GATE,2025-09-17 23:58:00,F102271,2025-09-17,23,17,9,Wednesday,4,1279
FR603376,LIB_ENT,2025-09-11 15:43:00,,2025-09-11,15,11,9,Thursday,7,2821
FR603377,AUDITORIUM,2025-08-28 05:38:00,F103567,2025-08-28,5,28,8,Thursday,1,2014
FR603378,LAB_305,2025-09-13 21:21:00,F102536,2025-09-13,21,13,9,Saturday,6,1438
FR603379,HOSTEL_GATE,2025-08-31 15:06:00,F103317,2025-08-31,15,31,8,Sunday,4,1882
FR603380,LAB_101,2025-09-24 10:59:00,,2025-09-24,10,24,9,Wednesday,5,2821
FR603381,LAB_305,2025-09-19 20:58:00,F101710,2025-09-19,20,19,9,Friday,6,963
FR603382,ADMIN_LOBBY,2025-09-13 07:44:00,F102972,2025-09-13,7,13,9,Saturday,0,1695
FR603383,CAF_01,2025-09-12 07:50:00,F100468,2025-09-12,7,12,9,Friday,2,260
FR603384,AUDITORIUM,2025-09-06 21:44:00,F101910,2025-09-06,21,6,9,Saturday,1,1070
FR603385,HOSTEL_GATE,2025-09-16 20:34:00,F100953,2025-09-16,20,16,9,Tuesday,4,547
FR603386,AUDITORIUM,2025-09-24 04:28:00,F102384,2025-09-24,4,24,9,Wednesday,1,1340
FR603387,ADMIN_LOBBY,2025-09-01 07:56:00,,2025-09-01,7,1,9,Monday,0,2821
FR603388,GYM,2025-09-12 12:59:00,F103730,2025-09-12,12,12,9,Friday,3,2096
FR603389,HOSTEL_GATE,2025-09-13 02:07:00,F104171,2025-09-13,2,13,9,Saturday,4,2358
FR603390,GYM,2025-09-15 16:38:00,F100247,2025-09-15,16,15,9,Monday,3,136
FR603391,ADMIN_LOBBY,2025-09-08 13:53:00,F103648,2025-09-08,13,8,9,Monday,0,2054
FR603392,ADMIN_LOBBY,2025-09-01 14:52:00,F100505,2025-09-01,14,1,9,Monday,0,285
FR603393,ADMIN_LOBBY,2025-09-25 08:15:00,F103560,2025-09-25,8,25,9,Thursday,0,2009
FR603394,AUDITORIUM,2025-08-29 07:25:00,,2025-08-29,7,29,8,Friday,1,2821
FR603395,HOSTEL_GATE,2025-09-07 01:07:00,F100178,2025-09-07,1,7,9,Sunday,4,95
FR603396,LAB_101,2025-09-12 15:59:00,,2025-09-12,15,12,9,Friday,5,2821
FR603397,LIB_ENT,2025-09-18 08:40:00,F101234,2025-09-18,8,18,9,Thursday,7,703
FR603398,LIB_ENT,2025-09-10 09:52:00,F101462,2025-09-10,9,10,9,Wednesday,7,825
FR603399,AUDITORIUM,2025-09-25 22:11:00,,2025-09-25,22,25,9,Thursday,1,2821
FR603400,GYM,2025-09-05 12:03:00,F100504,2025-09-05,12,5,9,Friday,3,284
FR603401,LIB_ENT,2025-09-24 03:32:00,,2025-09-24,3,24,9,Wednesday,7,2821
FR603402,LIB_ENT,2025-09-18 22:20:00,F103822,2025-09-18,22,18,9,Thursday,7,2158
FR603403,ADMIN_LOBBY,2025-09-03 07:37:00,F103052,2025-09-03,7,3,9,Wednesday,0,1733
FR603404,LAB_101,2025-09-24 19:38:00,F103833,2025-09-24,19,24,9,Wednesday,5,2164
FR603405,AUDITORIUM,2025-08-27 19:39:00,,2025-08-27,19,27,8,Wednesday,1,2821
FR603406,HOSTEL_GATE,2025-09-24 18:25:00,,2025-09-24,18,24,9,Wednesday,4,2821
FR603407,LAB_101,2025-09-01 14:29:00,F100715,2025-09-01,14,1,9,Monday,5,408
FR603408,ADMIN_LOBBY,2025-09-15 18:42:00,,2025-09-15,18,15,9,Monday,0,2821
FR603409,LAB_305,2025-09-16 16:30:00,F101402,2025-09-16,16,16,9,Tuesday,6,789
FR603410,LAB_101,2025-09-02 06:46:00,F104548,2025-09-02,6,2,9,Tuesday,5,2560
FR603411,AUDITORIUM,2025-09-07 16:58:00,,2025-09-07,16,7,9,Sunday,1,2821
FR603412,LAB_101,2025-09-22 11:54:00,F104292,2025-09-22,11,22,9,Monday,5,2425
FR603413,AUDITORIUM,2025-09-20 22:54:00,F103220,2025-09-20,22,20,9,Saturday,1,1824
FR603414,AUDITORIUM,2025-09-15 08:15:00,,2025-09-15,8,15,9,Monday,1,2821
FR603415,GYM,2025-09-25 12:59:00,F104076,2025-09-25,12,25,9,Thursday,3,2304
FR603416,LAB_305,2025-09-24 21:17:00,F102378,2025-09-24,21,24,9,Wednesday,6,1336
FR603417,LIB_ENT,2025-08-30 10:01:00,F103979,2025-08-30,10,30,8,Saturday,7,2249
FR603418,LAB_101,2025-09-08 00:54:00,F104302,2025-09-08,0,8,9,Monday,5,2431
FR603419,ADMIN_LOBBY,2025-09-24 20:37:00,,2025-09-24,20,24,9,Wednesday,0,2821
FR603420,GYM,2025-09-13 16:13:00,F102584,2025-09-13,16,13,9,Saturday,3,1465
FR603421,GYM,2025-08-29 18:28:00,,2025-08-29,18,29,8,Friday,3,2821
FR603422,LAB_305,2025-08-28 00:41:00,F104379,2025-08-28,0,28,8,Thursday,6,2471
FR603423,CAF_01,2025-09-17 01:15:00,F100828,2025-09-17,1,17,9,Wednesday,2,476
FR603424,LAB_305,2025-09-18 08:58:00,F102904,2025-09-18,8,18,9,Thursday,6,1652
FR603425,HOSTEL_GATE,2025-09-02 05:38:00,F100795,2025-09-02,5,2,9,Tuesday,4,455
FR603426,CAF_01,2025-09-24 00:54:00,F104780,2025-09-24,0,24,9,Wednesday,2,2695
FR603427,CAF_01,2025-09-20 02:19:00,,2025-09-20,2,20,9,Saturday,2,2821
FR603428,HOSTEL_GATE,2025-09-04 03:05:00,F101567,2025-09-04,3,4,9,Thursday,4,887
FR603429,LAB_305,2025-09-04 14:10:00,,2025-09-04,14,4,9,Thursday,6,2821
FR603430,LIB_ENT,2025-09-10 22:06:00,F100165,2025-09-10,22,10,9,Wednesday,7,88
FR603431,AUDITORIUM,2025-09-14 13:17:00,,2025-09-14,13,14,9,Sunday,1,2821
FR603432,GYM,2025-09-07 22:25:00,F100193,2025-09-07,22,7,9,Sunday,3,105
FR603433,LIB_ENT,2025-08-31 01:52:00,,2025-08-31,1,31,8,Sunday,7,2821
FR603434,LAB_305,2025-09-06 18:51:00,F104440,2025-09-06,18,6,9,Saturday,6,2507
FR603435,CAF_01,2025-09-07 18:46:00,,2025-09-07,18,7,9,Sunday,2,2821
FR603436,GYM,2025-09-16 04:21:00,F104147,2025-09-16,4,16,9,Tuesday,3,2342
FR603437,LIB_ENT,2025-09-21 18:22:00,,2025-09-21,18,21,9,Sunday,7,2821
FR603438,LIB_ENT,2025-09-08 03:16:00,,2025-09-08,3,8,9,Monday,7,2821
FR603439,LAB_305,2025-09-16 13:12:00,F103053,2025-09-16,13,16,9,Tuesday,6,1734
FR603440,AUDITORIUM,2025-09-19 00:58:00,,2025-09-19,0,19,9,Friday,1,2821
FR603441,HOSTEL_GATE,2025-09-05 00:39:00,F104565,2025-09-05,0,5,9,Friday,4,2573
FR603442,CAF_01,2025-09-16 15:05:00,F101100,2025-09-16,15,16,9,Tuesday,2,631
FR603443,HOSTEL_GATE,2025-09-04 16:11:00,,2025-09-04,16,4,9,Thursday,4,2821
FR603444,LIB_ENT,2025-08-29 01:58:00,F102294,2025-08-29,1,29,8,Friday,7,1294
FR603445,GYM,2025-09-22 23:22:00,F103576,2025-09-22,23,22,9,Monday,3,2019
FR603446,ADMIN_LOBBY,2025-09-13 09:39:00,F101586,2025-09-13,9,13,9,Saturday,0,895
FR603447,CAF_01,2025-09-09 02:49:00,,2025-09-09,2,9,9,Tuesday,2,2821
FR603448,ADMIN_LOBBY,2025-09-21 12:41:00,F100639,2025-09-21,12,21,9,Sunday,0,372
FR603449,AUDITORIUM,2025-09-20 21:10:00,,2025-09-20,21,20,9,Saturday,1,2821
FR603450,LAB_101,2025-09-18 21:44:00,,2025-09-18,21,18,9,Thursday,5,2821
FR603451,HOSTEL_GATE,2025-08-31 11:10:00,F100281,2025-08-31,11,31,8,Sunday,4,158
FR603452,LAB_101,2025-09-17 20:31:00,F102564,2025-09-17,20,17,9,Wednesday,5,1453
FR603453,CAF_01,2025-09-14 08:54:00,,2025-09-14,8,14,9,Sunday,2,2821
FR603454,CAF_01,2025-09-22 08:23:00,,2025-09-22,8,22,9,Monday,2,2821
FR603455,CAF_01,2025-09-08 12:17:00,F102965,2025-09-08,12,8,9,Monday,2,1691
FR603456,HOSTEL_GATE,2025-09-10 22:47:00,,2025-09-10,22,10,9,Wednesday,4,2821
FR603457,ADMIN_LOBBY,2025-09-15 16:21:00,,2025-09-15,16,15,9,Monday,0,2821
FR603458,AUDITORIUM,2025-09-20 02:47:00,F102965,2025-09-20,2,20,9,Saturday,1,1691
FR603459,AUDITORIUM,2025-08-29 19:02:00,,2025-08-29,19,29,8,Friday,1,2821
FR603460,LIB_ENT,2025-09-20 00:57:00,,2025-09-20,0,20,9,Saturday,7,2821
FR603461,HOSTEL_GATE,2025-09-05 03:30:00,,2025-09-05,3,5,9,Friday,4,2821
FR603462,GYM,2025-09-22 23:18:00,,2025-09-22,23,22,9,Monday,3,2821
FR603463,LAB_305,2025-08-28 09:15:00,F101977,2025-08-28,9,28,8,Thursday,6,1113
FR603464,HOSTEL_GATE,2025-08-29 14:40:00,,2025-08-29,14,29,8,Friday,4,2821
FR603465,HOSTEL_GATE,2025-09-23 12:29:00,F100535,2025-09-23,12,23,9,Tuesday,4,305
FR603466,LIB_ENT,2025-09-01 15:52:00,,2025-09-01,15,1,9,Monday,7,2821
FR603467,GYM,2025-08-31 10:37:00,,2025-08-31,10,31,8,Sunday,3,2821
FR603468,AUDITORIUM,2025-09-09 13:10:00,F102662,2025-09-09,13,9,9,Tuesday,1,1513
FR603469,LAB_101,2025-09-20 22:52:00,F101557,2025-09-20,22,20,9,Saturday,5,880
FR603470,LAB_305,2025-08-29 09:34:00,F102849,2025-08-29,9,29,8,Friday,6,1619
FR603471,AUDITORIUM,2025-08-29 13:47:00,,2025-08-29,13,29,8,Friday,1,2821
FR603472,AUDITORIUM,2025-09-04 01:22:00,F101947,2025-09-04,1,4,9,Thursday,1,1098
FR603473,LAB_101,2025-08-30 03:56:00,F103249,2025-08-30,3,30,8,Saturday,5,1841
FR603474,ADMIN_LOBBY,2025-09-15 10:00:00,F100787,2025-09-15,10,15,9,Monday,0,451
FR603475,HOSTEL_GATE,2025-09-20 07:23:00,F100448,2025-09-20,7,20,9,Saturday,4,247
FR603476,AUDITORIUM,2025-09-20 17:58:00,F100396,2025-09-20,17,20,9,Saturday,1,212
FR603477,AUDITORIUM,2025-08-29 07:39:00,,2025-08-29,7,29,8,Friday,1,2821
FR603478,LAB_101,2025-09-20 00:04:00,,2025-09-20,0,20,9,Saturday,5,2821
FR603479,HOSTEL_GATE,2025-08-31 12:35:00,,2025-08-31,12,31,8,Sunday,4,2821
FR603480,LAB_305,2025-08-31 17:00:00,F102197,2025-08-31,17,31,8,Sunday,6,1239
FR603481,LIB_ENT,2025-09-16 00:06:00,F102113,2025-09-16,0,16,9,Tuesday,7,1194
FR603482,LAB_101,2025-08-30 16:21:00,F103141,2025-08-30,16,30,8,Saturday,5,1777
FR603483,HOSTEL_GATE,2025-09-01 20:16:00,,2025-09-01,20,1,9,Monday,4,2821
FR603484,LAB_101,2025-08-30 18:26:00,F104194,2025-08-30,18,30,8,Saturday,5,2372
FR603485,LAB_305,2025-09-03 20:04:00,F100363,2025-09-03,20,3,9,Wednesday,6,193
FR603486,AUDITORIUM,2025-09-15 16:47:00,F101792,2025-09-15,16,15,9,Monday,1,1008
FR603487,LAB_101,2025-08-30 01:15:00,,2025-08-30,1,30,8,Saturday,5,2821
FR603488,GYM,2025-09-21 06:54:00,F100802,2025-09-21,6,21,9,Sunday,3,460
FR603489,CAF_01,2025-09-09 16:06:00,F104436,2025-09-09,16,9,9,Tuesday,2,2506
FR603490,CAF_01,2025-09-05 07:44:00,,2025-09-05,7,5,9,Friday,2,2821
FR603491,LIB_ENT,2025-09-17 15:50:00,F104215,2025-09-17,15,17,9,Wednesday,7,2384
FR603492,AUDITORIUM,2025-09-22 09:58:00,,2025-09-22,9,22,9,Monday,1,2821
FR603493,LIB_ENT,2025-09-06 01:47:00,F100889,2025-09-06,1,6,9,Saturday,7,505
FR603494,ADMIN_LOBBY,2025-09-24 14:50:00,,2025-09-24,14,24,9,Wednesday,0,2821
