note_id,entity_id,category,text,timestamp
N403556,E104210,incident,Broken chair in seminar room.,20-09-2025 21:22
N403557,E104048,feedback,Confirmed attendance for robotics workshop.,04-09-2025 05:28
N403558,E104398,feedback,Requesting lab access.,22-09-2025 07:58
N403559,E104087,feedback,Requesting lab access.,29-08-2025 00:27
N403560,E105388,helpdesk,Broken chair in seminar room.,23-09-2025 23:27
N403561,E101924,incident,Requesting lab access.,08-09-2025 10:37
N403562,E104692,rsvp,Wi-Fi not working in hostel block.,18-09-2025 06:23
N403563,E101170,incident,Broken chair in seminar room.,11-09-2025 21:14
N403564,E105512,maintenance,Requesting lab access.,05-09-2025 11:48
N403565,E101882,helpdesk,Broken chair in seminar room.,24-09-2025 14:08
N403566,E101523,feedback,Broken chair in seminar room.,30-08-2025 20:11
N403567,E103258,incident,Confirmed attendance for robotics workshop.,29-08-2025 12:08
N403568,E100659,helpdesk,CCTV near library needs check.,25-09-2025 17:52
N403569,E104185,rsvp,Requesting lab access.,21-09-2025 16:27
N403570,E106603,feedback,CCTV near library needs check.,12-09-2025 16:39
N403571,E101529,feedback,Requesting lab access.,05-09-2025 06:00
N403572,E102264,rsvp,Wi-Fi not working in hostel block.,08-09-2025 04:57
N403573,E101853,rsvp,Requesting lab access.,30-08-2025 12:30
N403574,E101766,maintenance,Wi-Fi not working in hostel block.,15-09-2025 22:43
N403575,E105420,feedback,Requesting lab access.,08-09-2025 04:37
N403576,E103289,helpdesk,Wi-Fi not working in hostel block.,20-09-2025 23:32
N403577,E103236,helpdesk,Wi-Fi not working in hostel block.,05-09-2025 17:48
N403578,E101136,maintenance,Confirmed attendance for robotics workshop.,28-08-2025 16:19
N403579,E101440,feedback,Broken chair in seminar room.,03-09-2025 00:36
N403580,E104049,helpdesk,Requesting lab access.,15-09-2025 21:41
N403581,E106709,maintenance,Confirmed attendance for robotics workshop.,09-09-2025 12:15
N403582,E105218,incident,Wi-Fi not working in hostel block.,17-09-2025 19:20
N403583,E106443,incident,Wi-Fi not working in hostel block.,17-09-2025 01:44
N403584,E103017,helpdesk,CCTV near library needs check.,09-09-2025 10:35
N403585,E103762,incident,CCTV near library needs check.,29-08-2025 05:05
N403586,E103803,helpdesk,Requesting lab access.,15-09-2025 23:23
N403587,E101846,rsvp,Wi-Fi not working in hostel block.,03-09-2025 22:57
N403588,E104774,maintenance,Confirmed attendance for robotics workshop.,01-09-2025 03:02
N403589,E102012,incident,CCTV near library needs check.,21-09-2025 11:09
N403590,E102437,maintenance,CCTV near library needs check.,10-09-2025 22:00
N403591,E101088,maintenance,Broken chair in seminar room.,13-09-2025 19:53
N403592,E105987,incident,Wi-Fi not working in hostel block.,20-09-2025 07:19
N403593,E101744,incident,Requesting lab access.,25-09-2025 18:47
N403594,E106870,maintenance,Wi-Fi not working in hostel block.,10-09-2025 19:59
N403595,E105872,rsvp,Wi-Fi not working in hostel block.,10-09-2025 17:11
N403596,E104062,helpdesk,CCTV near library needs check.,25-09-2025 21:55
N403597,E106831,rsvp,Wi-Fi not working in hostel block.,01-09-2025 03:09
N403598,E103854,incident,Confirmed attendance for robotics workshop.,03-09-2025 14:40
N403599,E105621,maintenance,Requesting lab access.,31-08-2025 12:14
N403600,E103471,helpdesk,Broken chair in seminar room.,18-09-2025 08:53
N403601,E103537,maintenance,Requesting lab access.,25-09-2025 14:45
N403602,E105908,helpdesk,Wi-Fi not working in hostel block.,25-09-2025 00:12
N403603,E105092,helpdesk,Wi-Fi not working in hostel block.,02-09-2025 09:46
N403604,E100498,maintenance,CCTV near library needs check.,06-09-2025 09:50
N403605,E105170,maintenance,CCTV near library needs check.,02-09-2025 02:21
N403606,E103857,maintenance,Wi-Fi not working in hostel block.,07-09-2025 15:34
N403607,E103429,maintenance,Requesting lab access.,12-09-2025 10:35
N403608,E101257,helpdesk,Confirmed attendance for robotics workshop.,29-08-2025 10:54
N403609,E106483,incident,Broken chair in seminar room.,09-09-2025 02:00
N403610,E106730,incident,Wi-Fi not working in hostel block.,31-08-2025 03:56
N403611,E102007,incident,Broken chair in seminar room.,03-09-2025 15:55
N403612,E103181,helpdesk,CCTV near library needs check.,05-09-2025 04:24
N403613,E100152,feedback,Confirmed attendance for robotics workshop.,28-08-2025 10:04
N403614,E106135,feedback,Broken chair in seminar room.,19-09-2025 03:45
N403615,E104958,rsvp,Wi-Fi not working in hostel block.,19-09-2025 22:43
N403616,E104056,helpdesk,CCTV near library needs check.,12-09-2025 16:35
N403617,E104589,feedback,Broken chair in seminar room.,20-09-2025 11:23
N403618,E103269,rsvp,Confirmed attendance for robotics workshop.,08-09-2025 06:39
N403619,E102188,feedback,Requesting lab access.,08-09-2025 23:56
N403620,E104508,rsvp,Wi-Fi not working in hostel block.,03-09-2025 23:00
N403621,E100417,incident,Confirmed attendance for robotics workshop.,19-09-2025 21:19
N403622,E104378,maintenance,Requesting lab access.,15-09-2025 21:47
N403623,E105791,maintenance,Confirmed attendance for robotics workshop.,13-09-2025 23:43
N403624,E100528,rsvp,Broken chair in seminar room.,02-09-2025 10:48
N403625,E100851,helpdesk,Requesting lab access.,13-09-2025 10:45
N403626,E106366,feedback,Broken chair in seminar room.,04-09-2025 06:17
N403627,E102917,feedback,Wi-Fi not working in hostel block.,05-09-2025 14:41
N403628,E102902,feedback,CCTV near library needs check.,27-08-2025 11:05
N403629,E103664,rsvp,Wi-Fi not working in hostel block.,23-09-2025 22:42
N403630,E104343,helpdesk,Wi-Fi not working in hostel block.,10-09-2025 19:10
N403631,E101705,incident,Requesting lab access.,10-09-2025 10:48
N403632,E106856,feedback,CCTV near library needs check.,16-09-2025 00:23
N403633,E104197,incident,CCTV near library needs check.,24-09-2025 07:47
N403634,E100764,incident,Requesting lab access.,06-09-2025 15:58
N403635,E103762,rsvp,Wi-Fi not working in hostel block.,12-09-2025 00:06
N403636,E103266,feedback,Requesting lab access.,03-09-2025 03:29
N403637,E101661,incident,Confirmed attendance for robotics workshop.,24-09-2025 17:43
N403638,E102938,helpdesk,Broken chair in seminar room.,08-09-2025 09:09
N403639,E106746,maintenance,Requesting lab access.,25-09-2025 05:50
N403640,E105411,feedback,Confirmed attendance for robotics workshop.,16-09-2025 08:46
N403641,E105068,feedback,CCTV near library needs check.,18-09-2025 04:45
N403642,E106471,rsvp,Broken chair in seminar room.,22-09-2025 09:26
N403643,E103977,incident,Requesting lab access.,31-08-2025 05:59
N403644,E104981,rsvp,Wi-Fi not working in hostel block.,07-09-2025 18:35
N403645,E104012,feedback,CCTV near library needs check.,18-09-2025 23:12
N403646,E100617,feedback,Confirmed attendance for robotics workshop.,14-09-2025 20:02
N403647,E103203,feedback,Broken chair in seminar room.,27-08-2025 14:53
N403648,E105277,incident,Confirmed attendance for robotics workshop.,24-09-2025 21:21
N403649,E103304,rsvp,CCTV near library needs check.,15-09-2025 22:36
N403650,E105995,feedback,Wi-Fi not working in hostel block.,09-09-2025 12:04
N403651,E102874,rsvp,Broken chair in seminar room.,03-09-2025 00:14
N403652,E104360,helpdesk,Broken chair in seminar room.,02-09-2025 11:30
N403653,E104895,incident,Requesting lab access.,30-08-2025 10:52
N403654,E100524,rsvp,Wi-Fi not working in hostel block.,25-09-2025 08:48
N403655,E101081,incident,CCTV near library needs check.,29-08-2025 06:07
N403656,E106713,incident,Broken chair in seminar room.,15-09-2025 18:50
N403657,E105286,incident,Confirmed attendance for robotics workshop.,17-09-2025 04:25
N403658,E106653,helpdesk,Wi-Fi not working in hostel block.,01-09-2025 02:15
N403659,E103575,maintenance,Broken chair in seminar room.,24-09-2025 23:05
N403660,E103448,feedback,Confirmed attendance for robotics workshop.,06-09-2025 17:09
N403661,E103975,maintenance,Requesting lab access.,20-09-2025 16:59
N403662,E106563,rsvp,CCTV near library needs check.,28-08-2025 16:41
N403663,E101874,feedback,CCTV near library needs check.,20-09-2025 10:42
N403664,E106774,feedback,Confirmed attendance for robotics workshop.,18-09-2025 17:16
N403665,E105828,maintenance,Requesting lab access.,18-09-2025 16:15
N403666,E105643,rsvp,Confirmed attendance for robotics workshop.,12-09-2025 10:20
N403667,E101999,rsvp,Wi-Fi not working in hostel block.,14-09-2025 10:51
N403668,E103489,feedback,Requesting lab access.,23-09-2025 02:58
N403669,E101386,maintenance,Broken chair in seminar room.,29-08-2025 17:35
N403670,E106936,feedback,Broken chair in seminar room.,15-09-2025 03:30
N403671,E101355,maintenance,Confirmed attendance for robotics workshop.,27-08-2025 13:19
N403672,E102234,incident,Requesting lab access.,02-09-2025 04:13
N403673,E103757,rsvp,Confirmed attendance for robotics workshop.,08-09-2025 07:14
N403674,E106349,feedback,CCTV near library needs check.,20-09-2025 22:38
N403675,E102924,maintenance,Broken chair in seminar room.,22-09-2025 04:37
N403676,E102442,incident,Wi-Fi not working in hostel block.,22-09-2025 12:58
N403677,E104674,feedback,Requesting lab access.,13-09-2025 02:18
N403678,E105190,incident,CCTV near library needs check.,22-09-2025 13:16
N403679,E106764,helpdesk,Requesting lab access.,25-09-2025 23:28
N403680,E105531,rsvp,Wi-Fi not working in hostel block.,03-09-2025 23:45
N403681,E103510,rsvp,Broken chair in seminar room.,16-09-2025 07:39
N403682,E103913,incident,Wi-Fi not working in hostel block.,28-08-2025 12:20
N403683,E100714,helpdesk,Confirmed attendance for robotics workshop.,05-09-2025 21:15
N403684,E100818,rsvp,Wi-Fi not working in hostel block.,03-09-2025 19:55
N403685,E106566,maintenance,Broken chair in seminar room.,08-09-2025 18:53
N403686,E105263,helpdesk,Wi-Fi not working in hostel block.,06-09-2025 22:26
N403687,E100365,feedback,Wi-Fi not working in hostel block.,30-08-2025 20:09
N403688,E106594,helpdesk,Confirmed attendance for robotics workshop.,31-08-2025 06:53
N403689,E102561,rsvp,Broken chair in seminar room.,02-09-2025 09:07
N403690,E104484,rsvp,Requesting lab access.,01-09-2025 00:18
N403691,E103879,rsvp,Broken chair in seminar room.,21-09-2025 12:32
N403692,E104565,feedback,Confirmed attendance for robotics workshop.,20-09-2025 12:02
N403693,E104941,helpdesk,Confirmed attendance for robotics workshop.,02-09-2025 05:43
N403694,E106953,maintenance,Broken chair in seminar room.,12-09-2025 06:34
N403695,E105429,helpdesk,Broken chair in seminar room.,27-08-2025 20:00
N403696,E100878,maintenance,Wi-Fi not working in hostel block.,06-09-2025 20:23
N403697,E104522,helpdesk,Broken chair in seminar room.,14-09-2025 09:12
N403698,E103260,helpdesk,Wi-Fi not working in hostel block.,22-09-2025 20:09
N403699,E105323,incident,CCTV near library needs check.,16-09-2025 11:47
N403700,E102699,feedback,Requesting lab access.,14-09-2025 02:03
N403701,E102007,maintenance,Broken chair in seminar room.,08-09-2025 23:37
N403702,E105652,helpdesk,CCTV near library needs check.,27-08-2025 22:00
N403703,E100896,feedback,Confirmed attendance for robotics workshop.,22-09-2025 13:13
N403704,E101996,helpdesk,Requesting lab access.,18-09-2025 03:35
N403705,E100504,feedback,Requesting lab access.,27-08-2025 08:45
N403706,E103714,incident,Broken chair in seminar room.,28-08-2025 21:03
N403707,E105769,rsvp,Confirmed attendance for robotics workshop.,25-09-2025 13:26
N403708,E101540,maintenance,Broken chair in seminar room.,24-09-2025 05:44
N403709,E106143,helpdesk,Requesting lab access.,07-09-2025 08:45
N403710,E101603,incident,Broken chair in seminar room.,14-09-2025 02:49
N403711,E102903,incident,CCTV near library needs check.,09-09-2025 10:02
N403712,E100015,helpdesk,Wi-Fi not working in hostel block.,01-09-2025 23:18
N403713,E102718,rsvp,Broken chair in seminar room.,04-09-2025 14:22
N403714,E103737,feedback,Broken chair in seminar room.,08-09-2025 22:38
N403715,E104691,rsvp,Requesting lab access.,16-09-2025 16:30
N403716,E104447,helpdesk,Wi-Fi not working in hostel block.,14-09-2025 19:53
N403717,E102745,feedback,Broken chair in seminar room.,08-09-2025 01:46
N403718,E102067,feedback,Broken chair in seminar room.,05-09-2025 10:50
N403719,E106818,maintenance,Broken chair in seminar room.,05-09-2025 22:49
N403720,E105759,maintenance,Confirmed attendance for robotics workshop.,14-09-2025 21:23
N403721,E104832,feedback,CCTV near library needs check.,31-08-2025 14:23
N403722,E104974,helpdesk,CCTV near library needs check.,15-09-2025 07:11
N403723,E102374,maintenance,CCTV near library needs check.,06-09-2025 02:40
N403724,E100447,helpdesk,CCTV near library needs check.,03-09-2025 07:42
N403725,E105700,feedback,Wi-Fi not working in hostel block.,16-09-2025 20:57
N403726,E101789,helpdesk,Requesting lab access.,30-08-2025 11:03
N403727,E106976,feedback,Wi-Fi not working in hostel block.,05-09-2025 10:24
N403728,E102031,feedback,Requesting lab access.,21-09-2025 02:04
N403729,E101818,feedback,Confirmed attendance for robotics workshop.,11-09-2025 13:24
N403730,E104642,incident,CCTV near library needs check.,20-09-2025 21:44
N403731,E100437,rsvp,Confirmed attendance for robotics workshop.,18-09-2025 23:14
N403732,E100069,rsvp,Confirmed attendance for robotics workshop.,16-09-2025 03:57
N403733,E106099,rsvp,Broken chair in seminar room.,01-09-2025 07:23
N403734,E102714,incident,Requesting lab access.,29-08-2025 16:55
N403735,E105181,rsvp,Broken chair in seminar room.,17-09-2025 03:22
N403736,E103875,maintenance,Broken chair in seminar room.,18-09-2025 10:57
N403737,E105963,rsvp,Broken chair in seminar room.,30-08-2025 03:37
N403738,E100067,maintenance,Requesting lab access.,19-09-2025 15:54
N403739,E103033,incident,Broken chair in seminar room.,24-09-2025 16:15
N403740,E101623,helpdesk,Broken chair in seminar room.,01-09-2025 03:41
N403741,E101158,helpdesk,Broken chair in seminar room.,07-09-2025 19:25
N403742,E105061,feedback,CCTV near library needs check.,10-09-2025 22:57
N403743,E100294,helpdesk,Confirmed attendance for robotics workshop.,30-08-2025 01:51
N403744,E101659,maintenance,Wi-Fi not working in hostel block.,07-09-2025 05:16
N403745,E104839,maintenance,Requesting lab access.,25-09-2025 16:18
N403746,E100769,incident,Wi-Fi not working in hostel block.,28-08-2025 20:52
N403747,E106437,maintenance,Wi-Fi not working in hostel block.,05-09-2025 05:01
N403748,E101083,incident,Broken chair in seminar room.,09-09-2025 11:49
N403749,E101245,incident,Wi-Fi not working in hostel block.,06-09-2025 22:17
N403750,E104697,rsvp,Requesting lab access.,23-09-2025 10:43
N403751,E101520,incident,CCTV near library needs check.,23-09-2025 03:12
N403752,E101144,feedback,CCTV near library needs check.,25-09-2025 16:22
N403753,E102545,helpdesk,Wi-Fi not working in hostel block.,22-09-2025 08:44
N403754,E100418,helpdesk,Requesting lab access.,06-09-2025 19:25
N403755,E106516,rsvp,Wi-Fi not working in hostel block.,07-09-2025 20:23
N403756,E106747,helpdesk,Broken chair in seminar room.,24-09-2025 08:01
N403757,E106329,incident,Broken chair in seminar room.,30-08-2025 11:27
N403758,E106158,helpdesk,Wi-Fi not working in hostel block.,20-09-2025 05:29
N403759,E102903,rsvp,Confirmed attendance for robotics workshop.,18-09-2025 23:47
N403760,E101036,incident,CCTV near library needs check.,25-09-2025 07:27
N403761,E103527,rsvp,CCTV near library needs check.,13-09-2025 21:33
N403762,E105885,helpdesk,Requesting lab access.,20-09-2025 17:51
N403763,E103841,rsvp,Wi-Fi not working in hostel block.,07-09-2025 00:39
N403764,E106718,feedback,Requesting lab access.,01-09-2025 10:23
N403765,E104223,feedback,Wi-Fi not working in hostel block.,10-09-2025 21:09
N403766,E105352,rsvp,CCTV near library needs check.,14-09-2025 12:35
N403767,E101958,maintenance,Requesting lab access.,13-09-2025 11:00
N403768,E100517,rsvp,CCTV near library needs check.,05-09-2025 01:22
N403769,E104242,incident,Requesting lab access.,11-09-2025 04:05
N403770,E103035,feedback,Requesting lab access.,04-09-2025 03:41
N403771,E101391,rsvp,CCTV near library needs check.,20-09-2025 08:47
N403772,E104858,rsvp,Requesting lab access.,14-09-2025 10:18
N403773,E100545,helpdesk,Requesting lab access.,19-09-2025 08:20
N403774,E104813,helpdesk,Wi-Fi not working in hostel block.,12-09-2025 14:34
N403775,E105678,rsvp,CCTV near library needs check.,19-09-2025 13:56
N403776,E103337,feedback,Requesting lab access.,02-09-2025 05:24
N403777,E101874,maintenance,Confirmed attendance for robotics workshop.,08-09-2025 03:17
N403778,E102120,maintenance,CCTV near library needs check.,07-09-2025 05:34
N403779,E104829,helpdesk,Confirmed attendance for robotics workshop.,03-09-2025 07:10
N403780,E103776,maintenance,Broken chair in seminar room.,23-09-2025 23:05
N403781,E105889,maintenance,Broken chair in seminar room.,30-08-2025 03:31
N403782,E102056,rsvp,Confirmed attendance for robotics workshop.,07-09-2025 02:37
N403783,E102966,rsvp,Confirmed attendance for robotics workshop.,25-09-2025 15:10
N403784,E100189,helpdesk,Wi-Fi not working in hostel block.,03-09-2025 02:23
N403785,E103082,helpdesk,CCTV near library needs check.,28-08-2025 04:34
N403786,E106619,incident,Requesting lab access.,25-09-2025 23:37
N403787,E106637,rsvp,Requesting lab access.,20-09-2025 12:37
N403788,E106151,rsvp,Requesting lab access.,06-09-2025 04:54
N403789,E100307,rsvp,CCTV near library needs check.,19-09-2025 01:35
N403790,E101923,maintenance,CCTV near library needs check.,02-09-2025 14:21
N403791,E104518,rsvp,Broken chair in seminar room.,23-09-2025 04:00
N403792,E100710,maintenance,Broken chair in seminar room.,15-09-2025 07:20
N403793,E102487,helpdesk,Requesting lab access.,03-09-2025 22:39
N403794,E106561,maintenance,Confirmed attendance for robotics workshop.,19-09-2025 09:07
N403795,E101480,feedback,CCTV near library needs check.,30-08-2025 00:28
N403796,E100244,feedback,Requesting lab access.,08-09-2025 07:49
N403797,E102799,maintenance,CCTV near library needs check.,02-09-2025 17:58
N403798,E101331,incident,CCTV near library needs check.,18-09-2025 22:20
N403799,E105316,incident,Wi-Fi not working in hostel block.,03-09-2025 15:46
N403800,E101959,helpdesk,Wi-Fi not working in hostel block.,25-09-2025 14:26
N403801,E100745,rsvp,CCTV near library needs check.,16-09-2025 05:30
N403802,E106611,rsvp,Wi-Fi not working in hostel block.,23-09-2025 18:06
N403803,E102071,maintenance,Requesting lab access.,04-09-2025 08:58
N403804,E103017,incident,Confirmed attendance for robotics workshop.,13-09-2025 14:28
N403805,E101783,maintenance,Broken chair in seminar room.,07-09-2025 08:54
N403806,E102989,maintenance,Requesting lab access.,28-08-2025 23:50
N403807,E103195,feedback,Broken chair in seminar room.,02-09-2025 16:42
N403808,E105273,maintenance,Broken chair in seminar room.,15-09-2025 00:51
N403809,E102419,feedback,CCTV near library needs check.,04-09-2025 20:01
N403810,E102649,maintenance,CCTV near library needs check.,02-09-2025 13:38
N403811,E106299,rsvp,Confirmed attendance for robotics workshop.,04-09-2025 11:19
N403812,E105781,incident,CCTV near library needs check.,19-09-2025 02:08
N403813,E106474,rsvp,Wi-Fi not working in hostel block.,04-09-2025 03:56
N403814,E100652,rsvp,CCTV near library needs check.,21-09-2025 06:52
N403815,E103449,rsvp,CCTV near library needs check.,30-08-2025 15:36
N403816,E103115,feedback,Wi-Fi not working in hostel block.,12-09-2025 20:53
N403817,E101728,maintenance,CCTV near library needs check.,10-09-2025 18:38
N403818,E101668,helpdesk,CCTV near library needs check.,07-09-2025 19:09
N403819,E100126,helpdesk,CCTV near library needs check.,11-09-2025 07:08
N403820,E105042,rsvp,CCTV near library needs check.,16-09-2025 07:58
N403821,E102542,helpdesk,Wi-Fi not working in hostel block.,22-09-2025 16:47
N403822,E102135,helpdesk,CCTV near library needs check.,25-09-2025 01:05
N403823,E100322,rsvp,Wi-Fi not working in hostel block.,07-09-2025 12:25
N403824,E100025,feedback,Requesting lab access.,20-09-2025 02:51
N403825,E106106,helpdesk,Confirmed attendance for robotics workshop.,25-09-2025 15:47
N403826,E105169,feedback,Requesting lab access.,22-09-2025 08:18
N403827,E100096,incident,CCTV near library needs check.,14-09-2025 14:46
N403828,E104380,maintenance,Broken chair in seminar room.,30-08-2025 08:41
N403829,E101706,helpdesk,Confirmed attendance for robotics workshop.,25-09-2025 18:02
N403830,E103571,feedback,Requesting lab access.,09-09-2025 06:04
N403831,E101297,helpdesk,Wi-Fi not working in hostel block.,09-09-2025 05:53
N403832,E100045,rsvp,CCTV near library needs check.,06-09-2025 12:58
N403833,E104532,maintenance,Confirmed attendance for robotics workshop.,29-08-2025 21:42
N403834,E105589,feedback,Broken chair in seminar room.,27-08-2025 09:28
N403835,E102866,rsvp,Requesting lab access.,06-09-2025 17:28
N403836,E103785,helpdesk,CCTV near library needs check.,03-09-2025 23:02
N403837,E100968,maintenance,Requesting lab access.,29-08-2025 16:22
N403838,E100593,rsvp,Requesting lab access.,01-09-2025 10:49
N403839,E102828,maintenance,Wi-Fi not working in hostel block.,01-09-2025 04:00
N403840,E102729,rsvp,Broken chair in seminar room.,17-09-2025 08:33
N403841,E106117,maintenance,Wi-Fi not working in hostel block.,16-09-2025 20:43
N403842,E102899,feedback,Wi-Fi not working in hostel block.,28-08-2025 02:44
N403843,E105645,maintenance,CCTV near library needs check.,06-09-2025 01:32
N403844,E101802,helpdesk,CCTV near library needs check.,25-09-2025 23:17
N403845,E106175,incident,CCTV near library needs check.,19-09-2025 08:27
N403846,E105613,incident,CCTV near library needs check.,31-08-2025 06:44
N403847,E102338,feedback,Confirmed attendance for robotics workshop.,09-09-2025 16:03
N403848,E102940,incident,CCTV near library needs check.,05-09-2025 09:37
N403849,E103882,incident,Wi-Fi not working in hostel block.,18-09-2025 07:42
N403850,E103814,incident,Requesting lab access.,03-09-2025 16:48
N403851,E100646,incident,CCTV near library needs check.,19-09-2025 00:14
N403852,E105952,maintenance,Wi-Fi not working in hostel block.,29-08-2025 05:13
N403853,E104950,maintenance,CCTV near library needs check.,16-09-2025 20:20
N403854,E101151,helpdesk,Requesting lab access.,01-09-2025 07:12
N403855,E104538,helpdesk,Requesting lab access.,30-08-2025 10:33
N403856,E106695,maintenance,CCTV near library needs check.,11-09-2025 12:30
N403857,E105585,helpdesk,Wi-Fi not working in hostel block.,01-09-2025 12:36
N403858,E105408,incident,Confirmed attendance for robotics workshop.,27-08-2025 07:27
N403859,E102421,helpdesk,Requesting lab access.,16-09-2025 15:34
N403860,E103746,helpdesk,CCTV near library needs check.,16-09-2025 01:45
N403861,E100983,rsvp,Confirmed attendance for robotics workshop.,20-09-2025 02:29
N403862,E105192,rsvp,Broken chair in seminar room.,11-09-2025 09:44
N403863,E103671,rsvp,Broken chair in seminar room.,16-09-2025 08:40
N403864,E102887,incident,Requesting lab access.,17-09-2025 08:53
N403865,E102545,feedback,Requesting lab access.,21-09-2025 00:23
N403866,E105487,feedback,Broken chair in seminar room.,14-09-2025 03:22
N403867,E101455,rsvp,Wi-Fi not working in hostel block.,02-09-2025 16:33
N403868,E105122,helpdesk,Broken chair in seminar room.,25-09-2025 05:43
N403869,E100190,rsvp,Requesting lab access.,15-09-2025 12:21
N403870,E106399,maintenance,Confirmed attendance for robotics workshop.,17-09-2025 23:38
N403871,E104365,incident,CCTV near library needs check.,21-09-2025 16:45
N403872,E101019,rsvp,Requesting lab access.,03-09-2025 04:35
N403873,E102031,rsvp,CCTV near library needs check.,21-09-2025 01:24
N403874,E100643,feedback,CCTV near library needs check.,06-09-2025 22:50
N403875,E103491,maintenance,CCTV near library needs check.,11-09-2025 14:10
N403876,E101195,incident,CCTV near library needs check.,10-09-2025 07:32
N403877,E105186,helpdesk,Broken chair in seminar room.,23-09-2025 05:29
N403878,E103038,maintenance,Broken chair in seminar room.,29-08-2025 09:46
N403879,E103806,rsvp,Requesting lab access.,17-09-2025 12:56
N403880,E102404,feedback,Broken chair in seminar room.,16-09-2025 22:36
N403881,E104630,feedback,Broken chair in seminar room.,25-09-2025 23:29
N403882,E104512,helpdesk,Requesting lab access.,19-09-2025 03:39
N403883,E104446,rsvp,Wi-Fi not working in hostel block.,15-09-2025 20:15
N403884,E106299,incident,Broken chair in seminar room.,02-09-2025 10:18
N403885,E101252,helpdesk,Broken chair in seminar room.,11-09-2025 18:43
N403886,E105153,helpdesk,Wi-Fi not working in hostel block.,14-09-2025 06:53
N403887,E105943,helpdesk,Wi-Fi not working in hostel block.,15-09-2025 13:44
N403888,E104325,feedback,Confirmed attendance for robotics workshop.,27-08-2025 10:21
N403889,E103336,incident,Wi-Fi not working in hostel block.,18-09-2025 04:27
N403890,E101400,incident,Requesting lab access.,14-09-2025 18:57
N403891,E106154,incident,Confirmed attendance for robotics workshop.,16-09-2025 00:26
N403892,E106587,rsvp,Broken chair in seminar room.,13-09-2025 09:58
N403893,E104342,incident,Wi-Fi not working in hostel block.,30-08-2025 15:19
N403894,E104032,helpdesk,Wi-Fi not working in hostel block.,15-09-2025 05:50
N403895,E100882,rsvp,Confirmed attendance for robotics workshop.,23-09-2025 00:39
N403896,E105195,helpdesk,Requesting lab access.,02-09-2025 14:18
N403897,E100040,feedback,Requesting lab access.,25-09-2025 19:18
N403898,E100822,feedback,Requesting lab access.,19-09-2025 19:41
N403899,E106375,maintenance,Confirmed attendance for robotics workshop.,21-09-2025 11:48
N403900,E102166,incident,CCTV near library needs check.,13-09-2025 21:21
N403901,E102192,maintenance,CCTV near library needs check.,02-09-2025 12:38
N403902,E106181,incident,Broken chair in seminar room.,07-09-2025 02:41
N403903,E100703,feedback,Confirmed attendance for robotics workshop.,20-09-2025 16:53
N403904,E101789,rsvp,Broken chair in seminar room.,10-09-2025 13:43
N403905,E103084,incident,CCTV near library needs check.,15-09-2025 06:57
N403906,E105978,incident,Broken chair in seminar room.,06-09-2025 00:45
N403907,E100752,feedback,CCTV near library needs check.,14-09-2025 04:07
N403908,E106963,rsvp,CCTV near library needs check.,19-09-2025 11:14
N403909,E106605,feedback,Requesting lab access.,03-09-2025 03:23
N403910,E104292,feedback,Broken chair in seminar room.,31-08-2025 01:52
N403911,E106593,maintenance,Wi-Fi not working in hostel block.,25-09-2025 09:02
N403912,E104961,feedback,Broken chair in seminar room.,08-09-2025 15:38
N403913,E100819,helpdesk,Broken chair in seminar room.,21-09-2025 23:33
N403914,E103593,helpdesk,Confirmed attendance for robotics workshop.,29-08-2025 00:19
N403915,E102365,helpdesk,Requesting lab access.,17-09-2025 05:16
N403916,E101049,incident,CCTV near library needs check.,06-09-2025 03:27
N403917,E104949,maintenance,Requesting lab access.,14-09-2025 10:22
N403918,E102705,feedback,CCTV near library needs check.,09-09-2025 07:29
N403919,E105768,maintenance,Wi-Fi not working in hostel block.,18-09-2025 06:14
N403920,E103795,incident,Confirmed attendance for robotics workshop.,25-09-2025 10:36
N403921,E101155,helpdesk,Wi-Fi not working in hostel block.,06-09-2025 04:35
N403922,E100758,incident,Broken chair in seminar room.,17-09-2025 08:44
N403923,E106686,rsvp,Confirmed attendance for robotics workshop.,28-08-2025 04:28
N403924,E101717,maintenance,Confirmed attendance for robotics workshop.,30-08-2025 08:58
N403925,E101584,incident,CCTV near library needs check.,19-09-2025 20:09
N403926,E104127,feedback,Wi-Fi not working in hostel block.,18-09-2025 18:50
N403927,E103196,feedback,Confirmed attendance for robotics workshop.,22-09-2025 00:14
N403928,E106936,helpdesk,Requesting lab access.,25-09-2025 21:04
N403929,E104543,maintenance,Requesting lab access.,14-09-2025 21:14
N403930,E105067,incident,Requesting lab access.,30-08-2025 01:45
N403931,E105072,rsvp,CCTV near library needs check.,22-09-2025 09:50
N403932,E103902,incident,Requesting lab access.,17-09-2025 20:40
N403933,E104246,helpdesk,Wi-Fi not working in hostel block.,18-09-2025 00:07
N403934,E100670,incident,Requesting lab access.,03-09-2025 18:27
N403935,E101040,incident,Wi-Fi not working in hostel block.,08-09-2025 04:00
N403936,E100440,incident,CCTV near library needs check.,18-09-2025 23:59
N403937,E100583,helpdesk,Wi-Fi not working in hostel block.,15-09-2025 00:20
N403938,E106265,helpdesk,Broken chair in seminar room.,03-09-2025 09:31
N403939,E106554,incident,CCTV near library needs check.,15-09-2025 23:37
N403940,E105865,rsvp,Broken chair in seminar room.,29-08-2025 19:28
